ID,Name,Research
5998,Librarian Bathtub,1
5999,Librarian Bed,1
6000,Librarian Bookcase,1
6001,Librarian Candelabra,1
6002,Librarian Candle,1
6003,Librarian Chair,1
6004,Librarian Chandelier,1
6005,Librarian Chest,1
6006,Librarian Clock,1
6007,Librarian Door,1
6008,Librarian Dresser,1
6009,Librarian Lamp,1
6010,Librarian Lantern,1
6011,Librarian Piano,1
6012,Librarian Platform,200
6013,Librarian Sink,1
6014,Librarian Sofa,1
6015,Librarian Table,1
6016,Librarian Toilet,1
6017,Librarian Work Bench,1
6018,Trapped Librarian Chest,1
6019,Librarian Block,100
6020,Librarian Wall,400
6021,Spike Bathtub,1
6022,Spike Bed,1
6023,Spike Bookcase,1
6024,Spike Candelabra,1
6025,Spike Candle,1
6026,Spike Chair,1
6027,Spike Chandelier,1
6028,Spike Chest,1
6029,Spike Clock,1
6030,Spike Door,1
6031,Spike Dresser,1
6032,Spike Lamp,1
6033,Spike Lantern,1
6034,Spike Piano,1
6035,Spike Platform,200
6036,Spike Sink,1
6037,Spike Sofa,1
6038,Spike Table,1
6039,Spike Toilet,1
6040,Spike Work Bench,1
6041,Trapped Spike Chest,1
6042,Spike Block,100
6043,Spike Wall,400
6044,Office Bathtub,1
6045,Office Bed,1
6046,Office Bookcase,1
6047,Office Candelabra,1
6048,Office Candle,1
6049,Office Chair,1
6050,Office Chandelier,1
6051,Office Chest,1
6052,Office Clock,1
6053,Office Door,1
6054,Office Dresser,1
6055,Office Lamp,1
6056,Office Lantern,1
6057,Office Piano,1
6058,Office Platform,200
6059,Office Sink,1
6060,Office Sofa,1
6061,Office Table,1
6062,Office Toilet,1
6063,Office Work Bench,1
6064,Trapped Office Chest,1
6065,Office Block,100
6066,Office Wall,400
6067,Forbidden Bathtub,1
6068,Forbidden Bed,1
6069,Forbidden Bookcase,1
6070,Forbidden Candelabra,1
6071,Forbidden Candle,1
6072,Forbidden Chair,1
6073,Forbidden Chandelier,1
6074,Forbidden Chest,1
6075,Forbidden Clock,1
6076,Forbidden Door,1
6077,Forbidden Dresser,1
6078,Forbidden Lamp,1
6079,Forbidden Lantern,1
6080,Forbidden Piano,1
6081,Forbidden Platform,200
6082,Forbidden Sink,1
6083,Forbidden Sofa,1
6084,Forbidden Table,1
6085,Forbidden Toilet,1
6086,Forbidden Work Bench,1
6087,Trapped Forbidden Chest,1
6088,Forbidden Block,100
6089,Forbidden Wall,400
6090,Aquarium Bathtub,1
6091,Aquarium Bed,1
6092,Aquarium Bookcase,1
6093,Aquarium Candelabra,1
6094,Aquarium Candle,1
6095,Aquarium Chair,1
6096,Aquarium Chandelier,1
6097,Aquarium Clock,1
6098,Aquarium Door,1
6099,Aquarium Dresser,1
6100,Aquarium Lamp,1
6101,Aquarium Lantern,1
6102,Aquarium Piano,1
6103,Aquarium Platform,200
6104,Aquarium Sink,1
6105,Aquarium Sofa,1
6106,Aquarium Table,1
6107,Aquarium Toilet,1
6108,Aquarium Work Bench,1
6109,Aquarium Block,100
6110,Aquarium Wall,400
6111,Boulder Bathtub,1
6112,Boulder Bed,1
6113,Boulder Bookcase,1
6114,Boulder Candelabra,1
6115,Boulder Candle,1
6116,Boulder Chair,1
6117,Boulder Chandelier,1
6118,Boulder Chest,1
6119,Boulder Clock,1
6120,Boulder Door,1
6121,Boulder Dresser,1
6122,Boulder Lamp,1
6123,Boulder Lantern,1
6124,Boulder Piano,1
6125,Boulder Platform,200
6126,Boulder Sink,1
6127,Boulder Sofa,1
6128,Boulder Table,1
6129,Boulder Toilet,1
6130,Boulder Work Bench,1
6131,Trapped Boulder Chest,1
6132,Boulder Block,100
6133,Boulder Wall,400
6134,Sharp Spike Block,100
6137,Luna's Runic Pixie Hood,1
6138,Luna's Runic Pixie Shirt,1
6139,Luna's Runic Pixie Pants,1
6140,Luna's Runic Pixie Wings,1
6141,Luna's Runic Pixie Cloak,1
6142,Huge Dragon Egg,1
6144,Music Box (Skeletron),1
6145,Music Box (Rainbow Boulder),1
6146,Music Box (Silence),1
6147,Giant Tiki,1
6148,Trusty Cattiva,1
6149,Trusty Foxparks,1
6150,Trusty Chillet,1
6151,Trusty Chillet Ignis,1
6152,Daybloom Staff,1
6153,Glacier Fang,1
6154,Mystic Bloom,1
6155,Lightning Strike,1
6156,Silver Bracer,1
6157,Snake Band,1
6158,Mobius Strip,1
6159,Wicked Armlet,1
6161,Clay Bud Staff,1
6162,Ouroboros Ring,1
6163,Twilight Grasp,1
6164,Ruinous Staff,1
6165,Poison Barb,1
6166,Harpy Charm,1
6167,Snapping Stone,1
6168,Chaos Cylinder,1
6169,Chaos Cylinder (Full),1
6172,Heavy Sling,1
6173,Arc Surge,1
6174,Trusty Digtoise,1
6175,Scout's Sling,1
6176,Templar's Sling,1
6177,Royal Guard's Harness,1
6178,Pyroclastic Stone,1
6179,Armlet Of Ruin,1
6180,Seraph Necklace,1
6181,Phoenix Quiver,1
6182,Wicked Claws,1
6183,Silver Shield,1
6184,Sweet Barb,1
6185,Catalyst Band,1
6186,Druidic Serpent Cloak,1
6187,Crossed Heart Necklace,1
6188,Restoration Shield,1
6189,Mystic Arts Sash,1
6190,Guide to Old World Parkour,1
6191,Little Kinship Peach,10
6192,Kinship Peach,10
6193,Chaos Cylinder (Random),1
6194,Chaos Cylinder (Simple),1
6195,Guide to Old World Parkour (Inactive),1
